bl,Smite 2 Username,Vetted Division,Smite 2 Tracker.gg Link,Discord Username,What was your placement in BSL season 1?,What division do you think you should be placed in?,What is your main Role,What is your secondary Role (If you have one),Are you interested in being a captain?,Availability [Mondays],Availability [Tuesdays],Availability [Wednesdays],Availability [Thursdays],Availability [Fridays],Availability [Saturdays],Availability [Sundays],BSL is a Saturday League;  Do you acknowledge that default will be on Saturday and that you have to the best of your understanding the day available to play? 
12/8/2025 10:14:17,Limelight,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198994684704/overview?gamemode=conquest-ranked&season=3,AloadaLove,Didn't Play,Tiamat,Support,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/5/2025 11:00:08,LoneWolfFTW,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198065247514/overview?gamemode=conquest-ranked&season=3,LoneWolfFTW,Didn't Play,Ishtar,Support,ADC,No,Yes,Yes,Yes,No,Yes,Yes,Yes,available
12/4/2025 8:19:40,meatshoess,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198881446949/overview?gamemode=conquest-ranked&season=3,stickstaff,Didn't Play,Enkidu,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 18:33:00,MechanisCaduceus,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198314646545/overview?gamemode=conquest-ranked&season=3,MechanisCaduceus,Enkidu,Gilgamesh,Support,Fill,No,No,No,No,Yes,No,Yes,Yes,available
12/6/2025 16:33:05,MegaBillion,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198040748328/overview?gamemode=conquest-ranked&season=3,pcscythe,Didn't Play,,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/6/2025 15:42:30,Mentaldepressed ,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198139591446/overview?gamemode=conquest-ranked&season=3,Mentaldepressed ,Ishtar,Ishtar,Support,Solo,No,No,No,Yes,Yes,No,Yes,No,available
12/2/2025 14:33:03,MiniDelvin,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198391171445/overview?gamemode=conquest-ranked&season=3,MiniDelvin,Didn't Play,Tiamat,Support,Solo,No,Yes,Yes,No,Yes,No,Yes,No,available
12/5/2025 4:03:27,MMOODS,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198063835856/overview    https://tracker.gg/smite2/profile/steam/76561199813549308/overview?gamemode=conquest-ranked&season=3 ,MMOODS,Didn't Play,Tiamat,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:14:10,Narwhal,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198119750942/overview?gamemode=conquest-ranked&season=3,thenarwhalking,Ishtar,Ishtar,Support,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/20/2025 14:11:36,Off_White ,Drafted Players,Off_White's SMITE 2 Overview Stats - SMITE 2 Tracker https://share.google/UEbsE071mVtLBNZtp,Off_White ,Enkidu,Enkidu,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 21:51:05,oGoofie,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199124102385/overview?gamemode=conquest-ranked&season=3,justgoofie,Didn't Play,Enkidu,Support,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 13:12:34,ookthar,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199183635321/overview?gamemode=conquest-ranked&season=3,ookthar,Didn't Play,Tiamat,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 17:19:42,PGD Dean,Drafted Players,https://tracker.gg/smite2/profile/xbl/PGD%20Dean/gods?gamemode=conquest-ranked&season=3,PittsburghDean,Didn't Play,Enkidu,Support,ADC,No,Yes,Yes,Yes,Yes,No,Yes,No,available
12/1/2025 22:17:46,RawObsession ,Drafted Players,https://tracker.gg/smite2/profile/xbl/RawObsession/overview?gamemode=conquest-ranked&season=3,RawObsession ,Enkidu,Enkidu,Support,Mid,Yes,No,Yes,Yes,Yes,Yes,Yes,No,available
12/17/2025 10:34:09,Real_SSJ TTV,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199465983473/overview?gamemode=conquest-ranked&season=3,Real_ssj,Didn't Play,Gilgamesh,Support,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 13:22:16,Rekuri,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198215001823/overview?gamemode=conquest-ranked&season=3,Rekuri,Didn't Play,Tiamat,Support,Solo,Yes,Yes,Yes,Yes,Yes,No,No,No,available
12/1/2025 14:58:42,SellSmiteToEpic,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199069932781/overview?gamemode=conquest-ranked&season=3,durtygunz,Didn't Play,Ishtar,Support,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:34:53,Shauwne,Drafted Players,Look up Shauwne on steam there's only me,Shauwne,Didn't Play,Ishtar,Support,ADC,No,No,No,No,No,No,Yes,No,available
12/4/2025 22:59:16,Th1ckmemez ,Drafted Players,https://tracker.gg/smite2/profile/xbl/Su5%20senpai/overview?gamemode=conquest-ranked&season=3,Fragoclock1803,Gilgamesh,Enkidu,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 20:02:11,TheMortonMan,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198084281015/overview?gamemode=conquest-ranked&season=3,TheMortonMan,Didn't Play,Tiamat,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:54:02,TommyGordo,Drafted Players,N/a,MsWideBehind,Didn't Play,Enkidu,Support,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:14:29,treestoompzz,Drafted Players,https://tracker.gg/smite2/profile/xbl/treestoompzz/overview?gamemode=conquest-ranked&season=3,stoomp ,Gilgamesh,Enkidu,Support,Mid,Yes,No,Yes,Yes,Yes,No,Yes,Yes,available
12/1/2025 10:38:29,Tunedah,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198319558348/overview?gamemode=conquest-ranked&season=3,thundah.,Tiamat ( vetted out),Tiamat,Support,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/9/2025 18:16:46,VETØ,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199214284010/overview?gamemode=conquest-ranked&season=3,Veto1552,Didn't Play,Ishtar,Support,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 19:23:17,WingmanGhost,Drafted Players,https://tracker.gg/smite2/profile/steam/76561199126072886/overview?gamemode=conquest-ranked&season=3,SoullessWhisper ,Didn't Play,Tiamat,Support,,No,No,No,No,No,No,Yes,Yes,available
12/1/2025 9:11:23,XGN Ninjaa,Drafted Players,https://tracker.gg/smite2/profile/xbl/XGN%20Ninjaa/overview?gamemode=conquest-ranked&season=3,ne1217,Didn't Play,Enkidu,Support,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 11:35:34,xRetr0_tox,Drafted Players,https://tracker.gg/smite2/profile/psn/xRetr0_tox/overview?gamemode=conquest-ranked&season=3,xretr0_tox1c,Didn't Play,,Support,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 15:04:05,Xzro,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198299335669/overview?gamemode=conquest-ranked,Xzro,Didn't Play,,Support,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 21:03:55,Yuskos4,Drafted Players,https://tracker.gg/smite2/profile/steam/76561198068822091/overview?gamemode=conquest-ranked&season=3,Yuskos4 - adam,Didn't Play,Gilgamesh,Support,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/27/2025 13:07:03,Narnuu,,https://tracker.gg/smite2/profile/xbl/Narrnu/overview?gamemode=conquest-ranked&season=3,Narnu,Didn't Play,Tiamat,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/26/2025 20:17:53,chefblessed,,https://tracker.gg/smite2/profile/steam/76561198383841578/overview?gamemode=conquest-ranked&season=3,ch3f_blessed,Didn't Play,Tiamat,Jungle,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
